lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
317,0,120.0,9,15,4,2,0,0,0,0
0,2,89.0,12,23,4,2,0,0,0,1
29,1,150.8,8,26,4,2,1,0,3,1
21,2,129.0,9,28,4,1,0,3,0,1
32,1,96.33,8,20,4,1,0,3,0,1
433,0,70.0,9,8,3,3,0,0,0,0
39,1,223.76,8,13,4,1,0,0,6,1
5,1,121.0,12,8,4,3,0,0,3,1
213,0,130.0,6,7,3,3,0,0,0,0
4,0,106.0,3,7,3,3,1,1,0,1
39,1,83.9,3,3,4,3,1,0,0,1
76,0,120.0,10,10,3,0,1,0,0,0
232,2,81.82,8,1,4,7,3,0,1,0
7,0,101.0,4,3,4,1,2,0,0,0
68,1,112.2,4,6,4,5,2,0,3,1
135,0,72.42,8,22,4,5,1,0,0,1
45,2,96.3,10,30,4,2,0,0,0,1
83,0,132.3,10,10,4,3,1,0,3,0
71,0,112.5,6,30,4,1,0,0,0,0
81,1,76.5,7,26,4,1,2,0,0,0
275,0,90.0,10,5,3,4,1,0,0,0
165,0,108.04,7,6,4,4,2,0,0,0
40,0,185.28,12,30,4,2,2,0,3,0
89,0,183.3,7,21,4,3,0,0,5,0
18,0,111.0,6,14,4,1,0,0,0,0
17,1,81.07,2,7,4,0,2,0,0,1
1,0,65.0,1,7,2,1,0,0,0,1
4,0,86.0,2,9,4,1,0,0,0,1
45,0,85.0,3,21,3,2,1,0,0,1
25,1,85.0,10,18,3,3,0,0,0,1
150,0,101.0,1,2,3,1,2,1,0,1
206,0,90.95,7,25,4,4,1,0,0,0
32,1,0.0,12,17,1,1,1,0,0,1
14,0,64.0,12,5,3,1,2,0,0,1
222,1,102.85,10,2,4,3,2,0,0,0
0,0,131.0,9,30,2,2,1,0,0,1
3,0,65.0,10,12,2,0,1,0,0,0
4,0,82.0,1,10,4,0,1,0,0,1
5,0,90.0,10,19,3,2,1,0,0,1
60,1,132.45,9,5,4,5,1,0,3,0
443,0,65.0,4,29,4,1,0,0,0,0
192,0,95.0,6,24,3,2,0,0,0,0
142,0,114.3,5,22,4,1,2,0,3,1
159,0,146.7,7,7,4,1,0,0,3,0
1,0,158.0,5,6,4,2,0,0,0,1
26,2,180.0,10,17,4,2,1,1,0,1
107,1,111.3,8,5,4,2,1,0,0,1
91,0,140.4,5,13,4,2,1,0,3,0
20,1,107.0,10,4,4,4,2,0,0,1
27,0,64.8,1,5,3,1,0,3,0,1
104,1,105.3,7,19,4,1,0,0,0,1
116,1,137.7,7,14,4,2,0,0,3,1
28,2,116.56,9,19,4,3,2,0,0,1
36,0,115.2,3,24,4,1,0,0,0,0
68,0,0.0,9,29,4,2,0,0,0,1
35,0,71.1,3,10,4,1,0,0,0,0
71,1,105.83,4,6,4,4,0,0,3,1
92,1,90.0,5,4,3,4,0,0,0,0
83,2,159.3,4,3,4,1,2,0,5,1
63,1,115.5,12,30,4,4,0,0,3,1
78,2,151.2,10,7,4,2,1,0,3,1
279,0,110.0,10,12,3,3,0,0,0,0
7,1,102.33,6,13,4,2,1,3,0,1
181,0,250.0,10,11,3,2,0,0,0,0
205,2,85.5,10,18,4,4,0,3,0,0
48,0,73.51,10,2,4,2,1,0,0,1
137,0,94.5,4,17,4,0,1,3,0,1
42,0,94.5,4,11,4,1,1,3,0,1
283,2,72.25,12,28,4,4,0,3,0,1
55,2,90.0,7,7,4,4,0,0,0,0
21,0,102.05,2,29,4,3,1,0,0,0
131,0,108.0,10,10,4,0,1,3,0,0
50,0,85.5,5,21,3,1,1,0,0,1
118,0,95.81,6,26,4,5,2,0,0,0
37,0,116.1,5,13,4,1,0,3,0,1
19,2,187.0,7,3,4,2,2,0,3,1
76,1,90.95,5,8,3,2,2,0,3,1
104,1,82.45,4,3,4,2,2,0,0,1
102,0,110.34,12,26,4,3,1,0,1,0
359,1,78.0,10,14,3,3,2,0,0,1
150,1,126.86,6,30,4,6,2,0,3,0
7,1,140.0,10,17,4,5,1,3,0,0
50,1,83.66,2,22,4,5,2,0,3,0
113,0,100.0,5,31,2,3,0,0,0,0
156,1,106.89,8,12,4,6,2,0,0,0
177,1,72.25,6,30,3,3,0,0,0,1
59,0,112.0,12,27,3,1,2,0,0,1
31,1,76.23,12,19,4,1,0,3,0,1
39,0,90.95,11,10,4,4,0,0,0,1
80,2,149.4,9,17,4,3,2,0,3,1
23,1,90.95,11,12,4,3,1,0,0,1
39,0,65.0,11,27,2,2,2,0,0,1
17,0,81.0,1,24,4,6,4,0,0,1
5,0,126.75,4,4,4,5,3,0,3,0
116,0,145.41,8,5,4,5,2,0,3,0
124,0,94.5,8,8,3,1,2,1,0,1
111,1,168.3,9,17,4,4,2,0,3,1
39,2,140.0,11,19,4,1,1,0,3,1
23,0,66.0,2,7,3,1,2,0,0,1
76,0,80.1,3,31,4,3,0,3,0,0
14,1,108.45,11,2,4,3,1,0,3,1
1,0,95.0,9,20,0,1,0,0,0,1
135,0,90.0,9,14,3,2,1,0,0,1
25,1,168.38,11,6,4,4,2,0,0,0
59,0,85.0,10,29,3,2,0,0,0,1
291,0,115.0,8,19,3,2,0,1,0,0
184,1,115.32,6,6,4,5,1,0,3,0
37,0,105.0,10,13,3,3,0,0,0,1
56,1,93.6,11,25,4,2,0,0,0,0
0,0,77.0,9,21,3,0,1,0,0,1
122,0,86.0,3,27,3,1,2,1,0,1
149,1,80.75,6,25,3,1,2,0,0,1
111,2,79.2,11,28,4,2,1,3,0,0
228,2,115.6,10,5,4,4,2,0,3,0
22,1,91.63,9,26,4,3,1,3,0,1
143,0,112.45,8,25,3,3,1,1,3,1
11,1,62.83,1,28,4,1,0,3,0,1
58,0,99.45,4,11,4,3,1,0,0,1
0,0,79.0,3,29,2,1,0,0,0,1
34,0,48.4,3,3,3,3,2,0,0,1
1,1,133.0,8,2,4,2,0,3,0,1
13,0,65.0,11,29,2,1,0,0,0,1
63,0,144.1,8,9,4,3,0,0,0,1
361,0,91.0,11,4,4,1,0,0,0,0
103,0,94.5,7,18,3,1,2,1,0,0
114,1,115.6,5,15,3,1,2,0,3,1
101,0,80.0,4,4,3,2,1,0,0,0
104,0,68.42,4,19,4,3,0,0,0,1
39,0,198.9,7,20,4,2,0,0,5,0
142,1,116.95,8,8,4,4,1,0,0,1
71,0,132.6,5,7,4,4,2,0,3,1
22,1,118.07,11,10,4,3,0,0,3,1
20,0,80.0,11,4,4,1,0,3,0,0
165,1,103.5,7,10,4,0,1,3,0,0
2,2,100.67,8,21,4,2,1,0,0,1
4,0,89.0,5,8,4,0,1,3,0,1
52,0,82.08,11,14,4,3,1,0,3,1
33,2,82.9,3,5,4,1,2,0,0,1
38,1,63.06,3,9,4,4,1,0,0,1
0,0,103.18,7,10,4,0,2,3,0,1
147,0,126.9,9,12,4,5,1,0,0,0
0,0,99.14,8,29,4,5,2,3,0,1
98,1,52.7,12,29,3,3,0,0,0,1
6,2,116.0,12,18,4,1,2,0,0,1
129,2,135.9,8,27,4,1,2,0,3,0
40,2,134.1,7,19,4,2,0,0,3,1
61,2,92.65,11,12,3,3,2,0,0,1
98,2,59.5,12,29,3,3,0,0,0,1
6,0,75.0,11,1,3,3,0,0,0,1
21,0,91.0,3,7,4,0,1,0,0,0
9,0,56.0,3,2,2,2,0,0,0,1
3,0,0.0,10,14,4,0,0,3,0,1
151,0,71.0,1,19,3,3,0,0,0,1
39,1,98.1,2,15,4,4,1,0,3,1
173,1,65.49,7,11,4,3,1,0,0,1
15,0,40.67,2,12,3,2,1,0,0,1
101,1,92.83,7,23,4,5,2,3,0,1
5,0,95.0,4,20,0,3,0,0,0,1
175,2,83.01,11,12,4,2,2,0,0,0
5,1,89.0,3,7,4,2,1,3,0,0
82,1,60.0,12,19,3,1,2,0,3,1
28,0,130.8,6,13,4,2,1,0,3,0
178,0,106.0,8,22,2,3,1,0,4,0
1,1,75.0,6,17,3,2,1,0,0,1
20,1,141.0,6,18,4,1,2,0,0,1
5,0,95.0,6,14,2,1,0,0,0,0
91,0,140.4,5,13,4,2,1,0,3,0
48,0,159.3,5,29,4,0,2,0,3,0
17,0,111.0,12,9,4,1,0,0,0,1
71,1,145.0,11,10,4,2,0,3,0,1
200,1,72.25,8,9,4,3,0,0,0,0
81,1,149.4,9,8,4,3,0,0,3,0
107,0,127.93,5,28,4,2,2,0,0,0
11,1,126.0,9,30,4,1,0,0,0,1
5,0,133.0,3,23,4,3,0,0,0,1
9,1,130.0,8,20,4,1,0,0,0,0
141,1,103.5,7,14,4,3,0,3,0,1
0,1,90.95,6,17,3,2,0,0,3,1
6,0,89.0,11,4,4,1,0,0,0,1
7,1,103.0,3,7,4,1,1,0,0,1
56,1,140.4,5,13,4,2,0,0,3,1
120,0,93.16,7,29,3,2,0,0,3,1
0,1,145.0,9,21,4,2,1,0,0,1
83,0,46.67,3,12,3,4,2,0,0,1
46,0,0.0,6,17,1,2,0,0,0,1
13,1,134.75,11,7,4,1,1,3,0,1
19,0,111.4,4,11,4,4,1,3,0,0
118,0,86.0,3,1,3,1,0,0,0,1
113,1,190.8,10,8,4,2,2,0,5,0
52,1,79.5,2,26,4,2,1,3,0,0
128,1,94.5,8,3,4,3,0,3,0,1
60,1,65.0,10,12,3,3,1,0,0,1
1,2,179.0,9,20,4,1,0,0,0,1
82,1,121.5,6,10,4,2,0,0,0,1
50,0,82.45,3,11,4,2,2,0,3,0
3,3,152.0,9,12,4,1,0,0,0,1
165,0,99.45,8,8,4,5,2,0,0,0
172,0,95.0,6,24,4,2,0,0,0,0
88,0,96.0,5,3,3,3,0,1,0,1
61,0,125.8,10,9,3,1,2,0,4,1
11,1,106.35,11,5,4,4,2,0,0,1
189,0,109.8,10,28,4,2,1,0,3,0
1,2,209.1,6,29,4,3,0,0,6,1
245,0,75.0,6,17,3,2,0,0,0,0
0,0,116.45,6,28,2,1,0,0,0,1
213,0,110.7,12,17,4,1,0,0,3,1
31,2,88.0,11,19,4,1,0,3,0,1
73,0,73.67,3,19,4,4,2,0,0,0
67,1,74.8,12,17,4,6,2,3,0,1
5,0,66.0,1,13,3,3,0,0,0,1
1,0,110.19,8,4,4,1,0,0,0,1
58,1,72.69,11,2,4,4,0,0,3,1
230,1,96.3,9,2,4,2,1,0,0,1
136,0,93.08,7,2,4,2,2,0,0,0
1,1,169.0,9,15,4,1,0,0,0,1
0,0,65.0,10,27,2,2,0,0,0,1
75,1,52.85,11,16,4,2,1,0,0,1
19,0,75.0,11,2,3,1,0,0,0,1
15,0,81.0,2,19,2,1,0,0,0,1
21,1,187.0,12,27,4,2,2,0,5,1
273,0,95.0,5,13,3,2,1,0,0,0
34,1,158.4,10,2,4,1,2,0,3,1
0,0,140.0,10,30,4,0,1,3,0,1
270,0,80.0,4,20,3,4,0,0,0,1
0,0,100.0,10,15,3,2,0,0,0,1
5,1,110.11,9,6,4,2,0,3,0,1
80,0,168.3,9,15,4,3,1,0,3,1
82,0,95.0,9,6,3,5,1,0,0,1
48,0,80.3,2,6,4,1,0,0,0,1
59,1,87.3,3,9,4,3,0,0,3,1
2,0,109.0,8,3,3,4,0,0,0,1
45,0,168.3,5,1,4,0,2,0,3,0
71,0,126.9,6,9,4,1,0,0,0,0
149,1,144.14,6,4,4,5,2,0,3,0
0,0,85.0,2,24,4,1,0,3,0,1
35,1,104.85,10,17,4,1,1,0,0,1
23,2,105.0,10,4,4,2,2,0,0,1
50,0,89.1,6,21,4,3,0,3,0,0
68,2,121.5,7,24,4,1,2,0,0,1
110,1,76.5,4,9,4,2,2,3,0,0
56,2,79.2,12,12,4,0,1,3,0,1
6,3,111.67,10,16,4,1,2,3,0,1
26,0,85.0,7,3,3,3,2,0,0,1
5,2,157.0,4,21,4,3,0,0,3,1
79,0,70.0,11,13,3,2,0,0,0,1
68,1,89.25,10,11,4,2,2,0,0,0
129,0,80.75,5,13,3,2,2,0,0,1
143,0,100.0,8,25,3,3,0,0,0,1
137,2,121.5,8,21,4,0,1,0,0,1
7,1,143.0,8,26,4,2,2,0,0,1
110,0,105.3,5,9,4,1,1,0,0,0
3,2,109.85,6,7,4,3,0,0,3,1
64,0,85.0,9,24,3,1,0,0,0,1
229,0,80.75,10,22,4,2,2,0,0,0
336,0,78.0,9,21,3,4,1,0,0,1
41,2,127.83,4,30,4,3,2,0,1,1
150,0,114.3,5,6,4,2,1,0,3,1
179,1,90.95,7,17,4,2,2,0,0,1
191,1,153.5,8,14,4,2,2,1,3,0
20,2,124.0,9,22,4,3,0,0,0,1
2,2,133.0,8,19,4,2,0,3,0,1
2,1,159.0,11,17,4,3,0,1,3,0
117,1,114.3,8,9,4,3,0,0,0,1
88,1,156.6,11,26,4,1,0,0,5,0
117,0,72.5,8,1,3,1,2,1,0,1
192,0,95.0,6,24,3,2,0,0,0,1
160,1,141.18,7,31,4,2,2,0,3,0
1,0,86.0,9,25,3,3,2,0,0,1
91,0,52.02,4,1,4,2,2,3,0,1
33,0,143.1,3,24,4,2,0,0,0,0
46,2,86.4,11,23,4,1,0,0,0,1
186,1,112.2,8,3,4,5,2,0,3,0
1,0,109.8,8,17,4,1,0,0,0,1
145,0,65.0,1,3,3,1,2,0,0,1
99,0,92.48,10,24,4,3,1,0,0,0
205,0,90.0,5,29,3,1,2,0,0,0
102,2,85.0,11,17,4,3,2,0,0,0
246,1,58.36,12,27,4,5,2,0,0,0
104,0,119.7,8,21,4,1,2,0,0,1
164,1,100.3,6,19,4,2,2,0,0,0
180,0,120.0,10,10,3,2,1,0,0,0
174,0,70.0,10,10,3,1,1,0,0,0
13,1,85.0,3,20,3,0,1,0,0,1
38,1,77.86,12,2,4,2,2,0,1,1
14,2,186.0,5,12,4,3,0,0,3,1
3,0,70.0,4,18,3,1,1,0,0,1
58,1,80.3,3,4,4,2,0,0,0,1
55,1,93.6,11,25,4,1,0,0,0,1
19,2,102.79,12,6,4,4,0,0,0,1
84,1,88.4,11,29,4,5,2,0,0,0
269,1,80.0,12,29,3,3,2,0,0,1
265,0,90.0,6,24,3,2,0,1,0,1
52,1,120.7,12,3,4,3,2,1,0,1
6,1,148.5,10,6,4,4,0,0,0,1
11,0,67.0,11,25,2,1,0,0,0,1
1,1,275.0,9,20,4,1,0,0,5,1
83,1,105.3,7,23,4,1,0,0,0,1
87,1,95.7,12,29,4,3,0,0,1,1
37,1,74.8,12,2,4,2,2,3,0,1
47,1,88.52,4,28,4,3,1,0,0,1
13,1,126.0,10,12,4,4,1,0,0,1
3,0,95.0,6,24,3,2,0,0,0,1
160,0,138.55,8,8,4,5,2,0,3,0
6,1,169.93,9,12,4,1,1,0,3,1
44,0,75.0,2,17,3,3,0,0,0,1
12,0,109.0,2,6,4,1,0,0,0,0
18,0,65.0,1,16,4,2,2,3,0,1
96,2,81.08,7,16,4,1,2,0,0,1
17,0,85.0,10,3,3,2,1,0,0,1
2,0,110.0,5,19,0,1,0,0,3,1
94,1,110.75,3,28,3,5,1,1,0,1
55,0,56.94,3,9,4,4,0,0,0,1
37,1,96.3,10,22,4,3,0,0,0,1
38,0,126.0,10,2,4,2,2,0,0,1
21,0,151.0,8,15,4,2,1,0,0,0
1,0,119.0,3,28,4,0,1,0,0,1
56,0,75.0,11,14,3,2,1,0,0,1
17,0,108.2,12,9,3,7,2,1,3,1
126,0,139.5,8,3,4,1,0,1,0,0
253,2,73.95,12,13,4,5,1,0,0,1
76,1,98.5,4,24,3,3,2,1,0,1
221,1,48.0,8,12,3,1,0,1,0,1
9,1,140.0,10,27,4,3,2,0,0,1
23,2,89.0,9,11,4,0,2,3,0,1
113,0,38.67,3,20,3,1,2,0,0,1
1,1,133.0,9,7,4,0,1,0,0,1
68,2,65.0,12,2,2,1,0,0,0,1
136,0,131.75,7,13,4,5,2,1,0,1
258,1,106.2,9,29,4,1,0,0,0,0
84,2,80.75,10,21,3,2,1,0,0,1
204,0,137.0,10,18,4,2,2,0,3,0
32,0,161.33,10,15,4,1,2,0,3,0
3,1,95.0,11,19,4,1,0,3,0,0
198,0,90.9,10,18,4,3,0,0,0,0
6,0,103.0,3,13,4,0,2,0,0,0
9,0,95.0,4,11,4,0,1,0,0,0
129,2,124.2,8,16,4,5,0,0,3,1
12,0,100.0,10,12,2,3,1,0,0,1
48,0,130.0,9,14,3,2,0,0,0,1
271,1,101.33,9,21,4,3,0,0,0,0
69,0,120.0,6,12,4,4,2,0,0,0
20,1,110.15,5,29,4,3,2,0,0,1
135,1,79.72,5,9,4,4,1,0,0,0
260,0,113.4,9,22,4,3,0,3,0,0
133,1,84.33,3,11,3,2,1,0,0,1
2,0,205.0,10,10,4,1,1,0,5,0
133,0,86.36,8,15,3,2,1,0,0,0
39,0,0.0,8,14,4,2,0,1,0,1
11,1,94.6,12,6,4,0,2,0,0,1
42,0,116.26,3,31,4,3,1,0,0,0
138,0,94.5,8,22,3,1,2,1,0,1
72,0,108.0,9,18,3,1,0,1,0,1
3,2,93.0,1,25,4,0,1,0,0,1
3,2,253.67,3,30,4,3,0,1,5,1
150,2,41.43,3,19,3,5,2,0,0,1
45,1,80.3,2,25,4,3,0,0,0,1
36,1,159.0,3,24,4,3,0,0,3,0
220,1,156.0,9,17,3,1,2,1,0,0
25,0,129.0,5,10,4,3,0,3,0,1
13,2,126.0,10,18,4,2,2,0,0,1
1,0,101.0,3,28,4,0,1,0,0,1
122,1,86.0,3,27,3,1,2,1,0,1
14,2,127.0,3,17,4,3,0,0,0,1
6,0,84.0,3,13,2,0,1,0,0,0
90,1,72.25,11,20,4,2,0,0,0,0
5,2,92.31,8,17,4,10,3,0,0,0
9,1,62.58,2,6,4,6,2,3,0,1
5,0,84.8,12,28,4,1,0,0,0,1
140,1,127.71,6,19,4,2,2,0,3,1
3,2,101.0,4,21,4,1,0,0,0,1
80,0,73.95,3,15,4,4,0,0,0,0
4,1,73.92,4,18,4,1,1,0,0,1
62,0,104.0,7,20,3,3,1,1,0,1
1,0,130.33,9,3,4,3,0,0,0,1
60,0,132.3,6,23,4,1,0,0,3,0
41,0,80.75,9,18,3,2,2,0,0,1
23,0,85.0,10,9,3,1,2,0,0,1
177,0,100.0,6,3,3,2,0,0,0,0
29,0,85.0,12,2,2,2,0,0,0,1
7,0,0.0,2,15,4,0,0,0,0,1
1,0,82.0,1,3,4,0,2,0,0,1
86,0,83.3,10,29,4,2,2,0,0,1
32,0,126.9,5,7,4,1,0,0,0,1
70,1,105.3,4,22,4,2,0,0,0,0
1,0,86.25,12,23,4,3,0,0,1,1
86,0,182.53,9,25,3,3,2,1,3,1
7,0,112.0,5,5,3,3,0,0,0,1
91,1,107.1,8,21,4,0,2,3,0,1
28,0,110.0,11,2,4,1,0,3,0,0
116,0,94.05,10,23,4,2,2,3,0,0
131,2,76.23,8,5,4,2,0,3,0,1
7,2,133.83,4,9,4,1,2,0,0,1
15,1,73.15,9,5,4,1,1,0,0,1
64,0,130.0,5,17,2,2,0,0,0,1
39,0,194.85,9,21,4,1,0,1,0,1
1,1,153.0,8,9,4,0,2,0,5,1
5,1,65.0,9,28,2,4,0,0,0,1
3,0,69.84,1,15,4,3,2,0,0,1
96,0,80.7,7,19,4,5,3,0,0,0
46,0,107.1,4,4,4,1,1,3,0,0
22,1,130.0,10,25,4,4,0,0,0,1
8,0,67.0,5,4,2,1,0,0,0,1
29,1,74.23,3,2,4,5,2,3,0,0
83,1,118.8,7,15,4,2,1,0,3,0
136,0,172.55,7,9,4,3,2,0,5,0
0,1,151.0,7,12,4,1,0,0,0,1
34,1,107.1,6,14,4,3,0,3,0,1
1,0,107.0,9,22,3,1,0,0,3,1
5,1,133.0,9,19,4,1,0,0,0,1
74,0,80.0,9,18,3,2,0,1,0,1
32,0,137.52,9,13,4,5,2,0,4,0
23,0,75.0,10,18,3,3,2,0,3,1
301,0,90.0,7,30,3,1,1,1,0,1
65,0,75.0,11,18,3,2,0,0,0,1
74,0,87.0,9,18,3,2,0,1,0,1
184,1,139.5,8,17,4,1,0,1,0,0
250,0,95.0,9,26,4,3,1,0,0,0
301,1,115.0,7,30,3,1,1,1,0,0
23,1,0.0,10,8,4,0,0,0,0,1
0,2,129.0,6,18,4,1,2,3,0,1
188,0,90.95,7,28,4,5,2,0,0,0
118,0,99.28,9,3,3,5,2,0,0,1
31,0,168.3,7,9,4,1,2,0,3,0
6,1,108.0,2,21,4,0,1,0,3,1
89,2,72.25,11,23,4,2,1,0,0,1
40,0,140.4,5,18,4,2,0,0,3,0
51,0,123.3,4,14,4,2,0,0,3,0
1,0,119.0,5,5,3,3,0,0,4,1
17,2,138.0,9,4,4,0,1,0,0,1
78,0,93.6,11,21,4,2,1,0,0,0
22,2,239.0,9,16,4,2,0,0,5,1
2,0,82.4,3,17,3,1,0,0,0,1
6,2,145.0,10,6,4,2,0,0,0,1
266,0,73.95,12,26,4,3,1,0,0,0
28,0,120.0,11,2,4,1,0,3,0,1
51,2,135.9,9,26,4,1,1,0,0,1
44,0,78.26,3,12,4,3,2,0,0,0
41,2,88.4,12,7,4,4,0,0,0,1
122,0,142.2,7,30,4,2,2,0,3,0
20,0,75.0,10,18,3,1,2,0,3,1
47,2,130.05,4,10,4,2,2,0,3,1
94,2,135.9,9,11,4,1,2,0,0,1
59,2,79.05,3,20,4,3,2,3,0,1
112,1,72.25,7,7,3,3,2,0,0,1
126,0,73.12,7,11,4,2,1,3,0,0
131,1,103.5,7,7,4,1,0,3,0,1
89,0,57.6,11,16,4,4,0,3,0,0
17,0,97.0,3,17,4,3,1,3,0,0
31,0,96.3,10,18,4,0,2,0,0,1
8,0,92.4,10,1,4,1,0,0,0,1
97,0,85.5,4,25,4,2,1,3,0,1
81,0,131.4,8,5,4,2,0,0,3,0
1,1,96.3,10,23,4,2,2,0,0,1
81,0,96.3,3,27,4,0,1,0,0,1
140,2,195.3,7,8,4,1,0,0,5,1
2,1,0.0,10,23,1,0,0,0,3,1
83,0,75.0,5,1,3,1,2,0,0,1
122,0,105.9,8,21,3,5,3,0,0,1
172,0,95.0,6,24,3,2,0,0,0,0
30,0,85.5,6,2,3,2,0,0,0,1
40,0,75.6,10,19,3,2,1,0,0,0
81,0,116.1,5,7,4,1,0,3,0,1
418,0,75.0,9,26,3,2,1,0,0,0
115,0,90.95,5,2,3,3,1,0,3,1
102,2,85.05,10,30,4,2,2,0,0,1
90,2,129.9,8,31,4,3,0,0,0,1
18,0,106.0,4,10,4,0,2,3,0,0
7,1,141.95,5,30,4,0,1,0,3,1
223,0,73.96,9,30,4,3,2,3,0,0
79,1,90.95,4,13,4,4,0,0,0,1
100,0,108.0,10,16,3,1,0,1,0,0
28,0,100.0,5,19,2,2,0,0,0,0
78,2,62.18,9,30,4,1,0,0,0,1
71,0,80.75,6,17,3,2,0,0,0,1
110,0,113.5,12,9,3,4,0,0,6,1
10,1,0.0,1,17,4,0,0,3,0,1
0,1,110.0,9,30,2,2,0,0,3,1
169,1,99.45,8,5,4,4,2,0,0,1
88,1,138.0,5,3,3,3,0,1,0,1
14,1,210.0,9,1,4,3,1,0,5,1
142,2,94.5,8,3,4,1,0,3,0,1
82,1,97.54,7,23,4,1,2,0,1,1
102,0,80.0,10,16,3,2,0,1,0,0
88,0,68.0,12,30,3,1,0,0,0,1
22,2,96.9,11,17,4,3,1,0,3,1
12,1,114.0,7,19,4,2,0,3,0,1
124,1,127.8,8,4,4,1,0,0,3,1
189,1,70.44,10,22,4,2,2,0,0,1
0,1,147.6,10,7,4,2,0,3,0,1
36,0,112.0,10,13,3,3,0,1,0,1
1,1,111.35,5,30,4,3,1,0,0,1
103,1,99.9,4,8,4,1,0,0,0,1
210,0,0.0,10,8,4,3,1,1,0,1
41,0,85.67,3,13,2,1,2,0,0,1
0,0,79.0,2,15,4,0,1,3,0,1
139,2,93.0,2,11,3,3,0,0,3,1
25,0,87.0,3,7,3,3,1,0,0,1
0,0,160.0,9,27,2,1,0,0,0,1
204,0,100.0,5,5,3,3,0,0,0,0
115,1,123.75,8,3,4,4,0,0,0,1
25,0,72.8,2,14,4,1,2,0,0,0
157,2,217.6,8,19,4,3,2,1,5,0
181,1,72.75,8,6,4,5,2,0,0,1
74,1,99.45,4,13,4,4,0,0,0,1
180,1,135.9,9,3,4,1,2,0,0,0
443,0,65.0,4,29,3,1,0,0,0,0
171,1,106.13,7,20,4,5,2,0,3,0
55,3,106.2,11,11,4,2,0,0,3,1
12,0,130.0,10,20,2,1,0,0,0,1
179,2,121.5,9,24,4,1,2,0,0,0
110,0,70.0,12,9,3,4,0,0,0,1
55,2,102.6,11,13,4,0,1,0,0,1
8,0,79.0,12,14,2,1,0,0,0,1
31,0,100.0,6,2,3,2,0,0,0,1
1,0,0.0,8,14,1,2,1,0,1,1
15,0,79.0,2,12,4,2,0,3,0,0
24,0,94.93,12,8,4,3,0,0,3,1
78,1,69.2,3,20,4,5,2,0,3,1
5,1,121.43,7,14,4,3,0,0,3,1
214,1,90.95,8,9,4,5,2,0,0,1
73,0,107.1,4,7,4,3,2,0,3,0
34,1,135.45,4,16,4,2,2,0,3,1
20,1,91.63,7,19,4,2,0,0,0,1
178,1,109.8,7,23,4,1,2,0,3,0
239,0,112.2,6,15,3,2,0,1,0,0
18,1,127.0,4,14,4,2,0,0,0,1
4,0,149.0,9,5,4,1,1,3,0,0
186,0,80.0,4,22,3,2,1,0,0,1
29,0,78.2,3,2,4,4,1,0,0,0
191,0,132.0,6,3,3,2,1,0,0,0
148,0,105.3,5,5,4,3,0,0,0,1
131,0,36.25,8,15,4,1,2,1,0,0
100,0,132.08,10,24,4,3,1,1,0,1
72,1,146.7,7,27,4,2,0,0,3,1
116,0,61.0,2,28,3,1,2,0,0,0
76,0,105.3,3,24,4,3,0,0,0,0
12,1,81.62,5,29,4,0,2,0,0,1
36,0,85.05,12,6,3,3,0,0,0,1
21,1,94.5,5,10,4,1,0,0,0,1
85,0,129.73,9,29,2,2,0,0,0,1
33,2,96.0,12,2,4,2,1,0,0,1
30,1,78.6,1,31,4,0,2,0,3,1
53,0,148.5,7,9,4,1,1,0,3,0
4,2,133.0,9,22,4,3,0,3,0,1
8,0,62.57,11,21,3,5,2,0,3,1
139,1,124.5,5,21,4,1,2,0,3,0
18,1,123.33,11,10,4,3,0,0,0,1
247,1,115.0,6,6,3,1,1,1,0,0
56,0,88.01,7,11,4,0,1,0,0,1
254,1,100.3,9,29,4,3,1,0,0,0
138,1,121.5,7,25,4,2,1,0,0,1
10,1,160.0,8,8,4,1,1,0,0,1
37,0,123.0,10,26,4,1,0,0,0,1
2,1,131.0,4,27,4,1,0,0,0,1
5,0,191.0,8,6,4,1,2,0,3,1
124,2,118.8,10,9,4,1,2,0,0,1
56,0,88.4,12,26,4,3,1,3,0,0
101,1,163.2,6,1,4,4,1,1,3,1
62,1,95.67,10,6,4,3,0,0,0,1
124,2,96.3,6,27,4,2,1,0,0,1
75,1,103.7,4,25,4,3,1,0,3,1
99,1,118.8,10,16,4,1,2,0,0,0
65,0,161.5,3,20,4,2,2,0,5,0
11,0,95.0,5,9,0,10,5,0,0,0
51,0,63.75,3,9,4,6,2,3,0,0
14,1,98.67,10,30,3,2,1,0,3,1
20,2,93.0,2,7,4,1,2,0,0,1
131,1,128.7,8,25,4,3,1,0,3,1
17,0,46.4,2,27,3,3,2,0,0,1
95,0,119.85,6,10,4,2,2,0,0,1
83,0,75.0,5,1,3,2,2,0,0,1
150,1,118.62,8,28,4,3,2,0,0,1
41,1,57.83,2,9,4,2,0,0,0,1
8,0,112.5,4,7,4,3,1,0,0,1
0,0,131.0,9,29,2,3,1,0,0,0
172,0,180.9,10,4,4,3,0,0,5,0
30,0,149.4,7,14,4,3,0,0,3,0
63,0,105.3,7,23,4,5,2,0,0,0
49,0,93.15,7,11,4,0,1,3,0,0
